# VITESS 3.7  Trajectories module EventsOut 1.15  VITESS-Format
# 2026-04-09 15:06:53  
# VITESS simulation   
#    TOF    lambda   count_rate    pos_x     pos_y    pos_z     dir_x     dir_y     dir_z  
   8.34300  0.82706   2.880e-12    -0.4661   0.1183  -0.1370  -0.941342 -0.337026  0.016964
  14.53070  1.44037   4.354e-12    -0.4432  -0.1421  -0.1828  -0.999942  0.009870  0.004262
  23.95515  2.37516   1.220e-12     0.2384   0.2742  -0.3435   0.815034  0.120381 -0.566769
  25.17111  2.49579   1.025e-12    -0.1258   0.4253  -0.2308   0.342962  0.643632 -0.684189
  28.85606  2.86097   2.433e-13     0.0631  -0.1332   0.4778  -0.208022 -0.796314  0.567989
  31.33842  3.10674   3.358e-13     0.3831  -0.1678   0.2739   0.931780 -0.253012  0.260329
  32.84656  3.25689   2.286e-13     0.0233  -0.1552  -0.4747  -0.752881  0.052231 -0.656081
  28.83441  2.85885   4.298e-13    -0.3468   0.3538  -0.0673  -0.930285  0.130667 -0.342777
  17.89137  1.77361   1.594e-12     0.4287  -0.2483  -0.0676   0.641145 -0.592853 -0.487297
  12.21002  1.21059   6.520e-12     0.1773   0.4340   0.1737   0.335171  0.723170 -0.603892
  26.92100  2.66900   6.471e-13     0.3643  -0.1093   0.3245   0.999982  0.004893  0.003394
  42.67265  4.23078   6.315e-14    -0.4033  -0.2861  -0.0744  -0.710494 -0.610570 -0.349861
  35.82973  3.55234   1.220e-13     0.4204  -0.1027   0.2504   0.675270 -0.382984  0.630344
  17.26280  1.71168   3.462e-12     0.1568  -0.2466   0.4057   0.939309 -0.324930  0.110086
  16.73833  1.65924   5.226e-12     0.4874  -0.0681  -0.0881   0.988767 -0.073414 -0.130193
  22.20166  2.20129   8.697e-13     0.3212   0.1542  -0.3508   0.941010 -0.276081  0.195649
  15.68461  1.55497   2.757e-12     0.1733  -0.2866  -0.3713   0.502916  0.280192 -0.817660
  10.20574  1.01165   8.025e-12    -0.3806   0.0763   0.3151  -0.870541  0.260577  0.417443
  35.14824  3.48474   1.265e-13     0.4811  -0.0297  -0.1327   0.693407 -0.688962  0.210992
  34.80303  3.45058   1.506e-13    -0.4705  -0.1117   0.1272  -0.978324  0.187074 -0.088806
  16.80439  1.66623   1.686e-12    -0.1034  -0.4502   0.1913  -0.594535 -0.354308 -0.721799
  20.61483  2.04373   1.753e-12    -0.4521   0.1844  -0.1078  -0.746762  0.376191 -0.548477
  23.47524  2.32718   1.142e-12     0.2162   0.3332   0.3037   0.585613  0.449408  0.674604
  42.43008  4.20676   4.678e-14     0.4582  -0.1935   0.0513   0.667439  0.456381 -0.588422
  36.23709  3.59281   3.504e-13    -0.4194   0.0739  -0.2621  -0.468195  0.882223  0.049753
  30.29542  3.00389   2.794e-13     0.1878  -0.4634   0.0032   0.945263  0.107262 -0.308177
  18.09255  1.79385   5.559e-12    -0.3900  -0.1611  -0.2683  -0.934771  0.354128  0.028235
  44.51627  4.41385   3.545e-14    -0.0573   0.3616  -0.3406  -0.973910  0.224070 -0.035935
  34.32321  3.40330   1.777e-13    -0.1466   0.1389  -0.4574  -0.988082 -0.152433 -0.021384
  28.10420  2.78666   5.927e-13    -0.0208   0.2531   0.4307   0.312619 -0.089326  0.945669
  26.59683  2.63724   4.860e-13     0.0673  -0.1149  -0.4819   0.938461 -0.238158 -0.250143
  39.02514  3.86892   8.507e-14     0.4077   0.2828   0.0614   0.994098  0.103177  0.033514
  23.34694  2.31458   1.753e-12    -0.2874  -0.0445   0.4067   0.228491 -0.573949  0.786368
  20.50956  2.03314   2.309e-12     0.3272   0.3473   0.1495   0.723968  0.595460  0.348277
  29.98833  2.97285   3.316e-13     0.4277   0.2027  -0.1613   0.980439 -0.159845  0.114842
  40.29755  3.99512   4.320e-14    -0.2881  -0.1339  -0.3861  -0.486385 -0.735939 -0.470982
  41.37040  4.10163   5.048e-14     0.3752   0.2733   0.1859   0.463790  0.484686  0.741605
  43.54807  4.31745   3.312e-14     0.4242  -0.0387  -0.2618   0.243373 -0.097919 -0.964977
  41.57489  4.12222   6.129e-14    -0.2491   0.1653   0.4008  -0.992261 -0.105197 -0.065967
  30.27485  3.00159   3.803e-13    -0.4932  -0.0238   0.0786  -0.917403  0.230500 -0.324410
  12.63383  1.25261   1.040e-11     0.4049   0.2250  -0.1883   0.865644  0.408292 -0.289754
  29.43422  2.91826   9.789e-13    -0.4552  -0.1297   0.1612  -0.461508 -0.861346  0.212351
  20.78550  2.06092   1.545e-12    -0.1818   0.2458  -0.3956  -0.530436  0.772859  0.348320
  31.76865  3.14992   3.937e-13    -0.1420   0.4537  -0.1548   0.625223  0.700301  0.344493
  43.03963  4.26751   7.504e-14    -0.0283   0.2207   0.4478   0.336230 -0.185992  0.923232
  23.60586  2.34035   2.127e-12    -0.3440   0.3487   0.1003   0.443990  0.893790 -0.063335
  42.18249  4.18212   4.246e-14     0.3906   0.2487  -0.1885   0.667313  0.237283 -0.705967
  33.73583  3.34463   1.533e-13    -0.1590   0.0675   0.4692  -0.354335 -0.008709  0.935078
  13.66084  1.35447   3.714e-12    -0.1607   0.3345  -0.3351  -0.989660  0.118842  0.080310
  38.52769  3.81913   8.669e-14     0.4421   0.2314  -0.0319   0.988969 -0.019780 -0.146795
  32.24950  3.19751   2.532e-13     0.1145  -0.3531   0.3349  -0.641486 -0.462166  0.612289
  35.88770  3.55828   2.055e-13    -0.0639  -0.0155   0.4957   0.365898  0.196625  0.909647
  28.26053  2.80150   2.761e-13    -0.4043   0.1199   0.2686  -0.991434  0.063659  0.114047
  36.70697  3.63945   1.685e-13    -0.3429  -0.3533  -0.0873  -0.819649  0.551458 -0.155145
  37.45121  3.71339   1.127e-13    -0.0611   0.1049  -0.4850   0.523337  0.838420 -0.152218
  26.32350  2.60998   7.293e-13     0.2473  -0.3146   0.2998   0.306619 -0.743245  0.594619
  24.73405  2.45230   9.604e-13     0.3998   0.2303  -0.1926   0.796518  0.597442 -0.092854
   9.13337  0.90542   5.734e-12    -0.1742  -0.4316   0.1827  -0.897140 -0.319041  0.305538
  18.71132  1.85474   2.901e-12     0.4692  -0.1647   0.0522   0.922009 -0.374021  0.100038
  13.46425  1.33470   6.305e-12    -0.4828   0.0904   0.0934  -0.958260  0.098283  0.268474
  10.32117  1.02337   6.992e-12     0.0842   0.4861   0.0814  -0.647782  0.577671  0.496664
  18.53348  1.83758   1.392e-12    -0.2551   0.2711   0.3338  -0.919503 -0.368537  0.136727
  28.44331  2.82010   5.912e-13    -0.0407   0.3329   0.3709   0.899853  0.256928  0.352495
  25.21467  2.50001   9.197e-13     0.2126   0.4518   0.0264   0.424480  0.796423  0.430729
  40.90606  4.05579   6.830e-14    -0.0814   0.3839   0.3098  -0.688479  0.714561  0.124093
  27.37183  2.71379   7.900e-13    -0.3156  -0.3878   0.0024  -0.437565 -0.828280 -0.349984
  41.69532  4.13361   2.079e-14    -0.0504  -0.4521   0.2075  -0.090576 -0.487922  0.868175
  19.90458  1.97321   2.844e-12     0.2675  -0.2289   0.3550   0.936980 -0.072641  0.341749
  13.61567  1.34997   6.258e-12    -0.2843  -0.0360  -0.4097  -0.516569 -0.773876 -0.366432
  31.07255  3.08066   6.570e-13    -0.4652   0.1786  -0.0409  -0.488545 -0.108765 -0.865733
  21.72978  2.15445   2.461e-12    -0.1626  -0.4628   0.0970   0.195546 -0.977301  0.081520
  30.23930  2.99831   5.029e-13    -0.0568  -0.4965   0.0152   0.208349 -0.739788  0.639768
  31.42177  3.11509   3.270e-13     0.3237   0.1614   0.3452   0.993302 -0.041265  0.107928
  15.17090  1.50386   3.992e-12     0.0120   0.2076   0.4547  -0.620899  0.469425  0.627793
  14.73327  1.46074   7.302e-12     0.4414  -0.1915   0.1360   0.716662 -0.671967  0.186697
  31.18631  3.09146   3.611e-13     0.1348  -0.1311   0.4633   0.689226 -0.130452  0.712706
  18.52045  1.83633   3.371e-12    -0.0129   0.0462  -0.4977  -0.364628  0.664581 -0.652211
  30.60014  3.03393   9.066e-13    -0.4331   0.2444  -0.0518  -0.944424  0.296925 -0.141060
  36.14947  3.58412   1.237e-13     0.3832  -0.1404   0.2889   0.809707  0.095288  0.579046
  27.66235  2.74288   4.876e-13    -0.0912  -0.4104   0.2707  -0.921884 -0.380643  0.072399
  17.80366  1.76498   2.285e-12    -0.0099   0.4998  -0.0102  -0.197806  0.883293  0.425050
  17.08269  1.69369   7.005e-12    -0.4695   0.0537   0.1634  -0.991251 -0.000087 -0.131993
  25.76427  2.55435   6.664e-13     0.0636  -0.4034   0.2885   0.072304 -0.811333  0.580096
  40.07330  3.97285   4.387e-14    -0.4677   0.0258   0.1750  -0.974823  0.173228 -0.140402
  31.07459  3.08093   7.870e-13    -0.4657  -0.1762  -0.0453  -0.808474  0.545366  0.221235
  25.25841  2.50449   9.194e-13    -0.0444  -0.4731   0.1556  -0.228209 -0.938093  0.260580
  20.38500  2.02110   2.528e-12    -0.4725  -0.1416   0.0816  -0.998025  0.062422  0.007026
  23.52381  2.33209   8.790e-13     0.4272   0.1862   0.1812   0.895888  0.423919 -0.132960
  43.69190  4.33237   1.104e-14     0.0253   0.4589  -0.1969  -0.587438  0.397186  0.705095
  12.00118  1.18979   1.043e-11    -0.0493  -0.4335   0.2442   0.292182 -0.752308  0.590476
  22.70087  2.25024   6.627e-13    -0.4893   0.0772   0.0678  -0.993931  0.100925 -0.043765
  38.35159  3.80255   1.177e-13    -0.2074   0.0314  -0.4539  -0.519185 -0.647072 -0.558341
  27.18259  2.69469   1.262e-13     0.0519  -0.4421  -0.2277   0.020655 -0.808723 -0.587826
  39.40236  3.90646   5.140e-14    -0.2964  -0.0801  -0.3946  -0.948998  0.299949 -0.097130
  38.83015  3.84963   5.305e-14    -0.2180   0.3244  -0.3118  -0.944562  0.247542 -0.215699
  30.87729  3.06127   3.742e-13    -0.3830  -0.1990  -0.2523  -0.519939 -0.854203 -0.000596
  27.91398  2.76743   1.503e-13    -0.4238  -0.1649   0.2078  -0.854432 -0.208724 -0.475795
  38.47609  3.81517   4.006e-14     0.0442   0.3001  -0.3975  -0.923031 -0.029888 -0.383564
  27.38597  2.71493   3.960e-13     0.1614   0.3482  -0.3204  -0.622063  0.490011 -0.610677
  41.34881  4.09901   6.229e-14     0.0741  -0.1422  -0.4736   0.518903 -0.063762 -0.852452
  19.99510  1.98256   2.164e-12    -0.2103   0.2818   0.3555  -0.898532 -0.316422  0.304167
  27.46369  2.72268   3.955e-13    -0.4275   0.2336  -0.1125  -0.992311  0.100625 -0.072065
  30.17182  2.99153   7.072e-13    -0.3163  -0.3870   0.0141  -0.799971 -0.548941 -0.242302
  32.44588  3.21680   2.276e-13    -0.2252  -0.4380   0.0863  -0.365427 -0.924019 -0.112479
  20.00020  1.98304   1.882e-12    -0.1583   0.2288   0.4154  -0.956774 -0.170398  0.235687
  35.11515  3.48159   3.880e-13    -0.4160  -0.0367  -0.2750  -0.971688 -0.228039  0.061810
  39.28659  3.89512   1.602e-13    -0.4593  -0.0746   0.1830  -0.915167 -0.154472 -0.372300
  35.62721  3.53229   1.287e-13     0.4885   0.0547   0.0918   0.995688 -0.091443  0.015600
  14.06777  1.39476   1.043e-11    -0.4998   0.0063   0.0110  -0.992018  0.030982  0.122232
   9.18735  0.91078   2.084e-12     0.4478   0.2035   0.0901   0.850677  0.128141  0.509832
  20.14400  1.99728   2.805e-12     0.1548  -0.2574   0.3997   0.440460 -0.104291  0.891694
  13.70770  1.35891   9.226e-12     0.0455   0.3365   0.3670   0.843037  0.115144  0.525385
  41.74471  4.13892   9.980e-14    -0.3880   0.3061  -0.0755  -0.991312 -0.082941  0.102090
  42.29701  4.19363   5.363e-14     0.3709  -0.1068  -0.3178   0.520319 -0.118589 -0.845697
  35.24387  3.49449   1.826e-13     0.1895   0.2219  -0.4060   0.812962  0.409657 -0.413853
  26.37610  2.61516   9.242e-13    -0.3686   0.2700   0.2030  -0.998542  0.040263  0.035968
  44.71593  4.43331   2.432e-14    -0.3326   0.3630  -0.0874  -0.977682 -0.098337  0.185657
  32.24472  3.19687   2.512e-13    -0.4939   0.0149   0.0762  -0.869703  0.372454  0.323873
  22.91840  2.27232   1.347e-12     0.4008  -0.0077   0.2989   0.998567  0.049621 -0.020037
  21.27167  2.10891   1.592e-12     0.1078  -0.4859   0.0475  -0.504030 -0.775778 -0.379636
  34.89174  3.45939   1.545e-13     0.3972   0.2279   0.2006   0.758703  0.651143  0.019543
  41.32960  4.09676   1.487e-14    -0.4821  -0.1156   0.0654  -0.955708 -0.067388  0.286497
  36.15906  3.58457   1.348e-13     0.2383   0.3684   0.2398   0.804343  0.593201 -0.033842
  44.93695  4.45556   4.660e-14     0.1852  -0.4085   0.2211   0.563847 -0.327122  0.758332
  42.23539  4.18696   4.768e-14     0.4146   0.0607  -0.2728   0.917790  0.395922 -0.030112
  20.14088  1.99679   2.545e-12     0.0275   0.4310  -0.2520   0.183668  0.633685 -0.751472
  36.13521  3.58283   1.565e-13    -0.1356  -0.0447   0.4792  -0.070522 -0.944763  0.320078
  27.20315  2.69721   8.861e-13    -0.2873   0.3752  -0.1633  -0.919048 -0.179906 -0.350692
  12.72980  1.26213   9.346e-12     0.2552   0.4299   0.0084   0.694476  0.694723 -0.187254
  44.21228  4.38329   4.165e-14    -0.3245   0.2058   0.3199  -0.395502  0.255055  0.882341
  31.65861  3.13907   3.393e-13    -0.1385   0.1091   0.4679   0.829027  0.013876  0.559037
  15.15714  1.50274   6.665e-12    -0.4017  -0.0090   0.2976  -0.619963 -0.503219  0.602010
  28.60562  2.83604   5.297e-13    -0.4874  -0.1011  -0.0470  -0.697805  0.709083  0.101340
  19.87375  1.97062   7.840e-13     0.0456  -0.4970  -0.0310   0.822185 -0.295873  0.486284
  13.23212  1.31177   7.548e-12    -0.4831   0.1272   0.0220  -0.951065 -0.078275  0.298912
  37.73571  3.74102   5.728e-14    -0.0861  -0.3946   0.2947  -0.739727 -0.444178  0.505480
   9.06541  0.89881   8.494e-12    -0.1854  -0.0203  -0.4639  -0.173302  0.016639 -0.984728
  25.04524  2.48330   9.294e-13     0.0692  -0.4801   0.1215  -0.150658 -0.935164  0.320579
  35.37409  3.50735   1.643e-13     0.0582  -0.4375  -0.2350  -0.176043 -0.923073 -0.341972
  28.77524  2.85243   2.088e-13    -0.3120   0.2542   0.2967  -0.707952  0.346417  0.615467
  39.00280  3.86724   8.804e-14     0.2265  -0.0673   0.4407   0.999136 -0.023961  0.033948
  11.06589  1.09716   1.069e-11     0.1674  -0.4601  -0.1014   0.723725 -0.644079 -0.247760
  40.28839  3.99434   5.587e-14    -0.4136   0.1866  -0.2101  -0.907580  0.402169  0.120656
  32.43395  3.21553   2.704e-13     0.3302  -0.2932  -0.2345   0.925725 -0.052074 -0.374595
  26.72066  2.64922   1.226e-12    -0.4763   0.1134   0.1012  -0.699391 -0.714057 -0.031220
  22.92626  2.27305   1.320e-12     0.3301   0.3190  -0.1982  -0.085659  0.926711 -0.365881
  40.78646  4.04358   1.586e-14     0.4662  -0.0379  -0.1767   0.738419 -0.657938  0.147836
  24.69419  2.44841   1.075e-12    -0.3054   0.0893  -0.3857  -0.798561  0.569531 -0.194768
  15.70058  1.55648   3.495e-12     0.2544   0.4290   0.0354   0.029152  0.804950  0.592626
   8.96909  0.88926   9.286e-13     0.4450   0.1220   0.1925   0.895582 -0.378451 -0.233899
  22.78003  2.25857   2.503e-12    -0.4418   0.0014   0.2341  -0.911835 -0.103719  0.397239
  25.26720  2.50536   8.382e-13     0.0247   0.4992   0.0151   0.614023  0.783889 -0.092161
  23.36651  2.31659   6.206e-13    -0.4609   0.1937  -0.0063  -0.619569 -0.002942  0.784936
  34.11316  3.38220   5.541e-13    -0.4645  -0.0854   0.1642  -0.902080 -0.028096 -0.430654
  18.99572  1.88336   1.904e-12    -0.3316   0.3059  -0.2156  -0.732696 -0.296722 -0.612464
  29.98711  2.97313   8.756e-17    -0.2791   0.3025  -0.2839  -0.025620  0.874308 -0.484695
  23.04432  2.28453   5.493e-13    -0.4196  -0.1119  -0.2478  -0.594912  0.160638 -0.787575
  13.02049  1.29087   8.643e-12     0.3567   0.3238   0.1338   0.203304  0.949100  0.240577
  14.14589  1.40260   5.955e-12     0.0537  -0.4851  -0.1088  -0.115499 -0.972553  0.201994
  23.61726  2.34153   1.079e-12    -0.3782   0.2636   0.1936  -0.952983  0.237415  0.188299
  32.21715  3.19424   5.620e-13    -0.4422   0.0947   0.2133  -0.999593 -0.011734 -0.026001
  22.93274  2.27367   1.255e-12     0.4813   0.1341  -0.0179   0.870147 -0.469257  0.150476
  36.99290  3.66795   1.273e-13     0.0743  -0.3673  -0.3311   0.058690 -0.077825 -0.995238
   7.31358  0.72509   1.594e-12     0.3804   0.2129  -0.2449   0.583479 -0.293718 -0.757154
  24.98249  2.47657   4.724e-13     0.0813  -0.4123   0.2709  -0.255877 -0.941961  0.217340
  12.73891  1.26288   4.557e-12     0.3418   0.3432   0.1241   0.404024  0.809128  0.426705
  25.92033  2.56953   7.920e-13     0.3981   0.1780   0.2446   0.938572  0.211319  0.272812
  42.49997  4.21368   4.649e-14     0.4621   0.0841  -0.1713   0.684798 -0.542695 -0.486347
  27.25232  2.70209   1.008e-12    -0.2856   0.1968  -0.3601   0.099006 -0.471222 -0.876440
  41.50739  4.11539   1.770e-13    -0.3648   0.2280  -0.2549  -0.322735 -0.716604 -0.618321
  35.48335  3.51806   1.374e-13     0.4576   0.1834   0.0834   0.998384 -0.032265 -0.046770
  19.60470  1.94378   4.416e-12    -0.3517   0.1861  -0.3028  -0.609619  0.237110 -0.756401
  13.14909  1.30373   8.318e-12     0.3326  -0.1111  -0.3564   0.033174 -0.987034 -0.157047
  15.71715  1.55818   5.987e-12    -0.1210  -0.0710   0.4799   0.116126 -0.003562  0.993228
  23.06038  2.28648   1.568e-12    -0.2404  -0.2857  -0.3326  -0.899169 -0.150203 -0.411016
  15.81530  1.56810   4.144e-12     0.2051   0.2833   0.3573   0.154575  0.783071  0.602417
  36.30936  3.60004   1.609e-13    -0.3103   0.1484   0.3629  -0.834353  0.089259  0.543956
  25.11209  2.48981   8.536e-13     0.4100  -0.1208  -0.2594   0.992626 -0.044303  0.112828
  29.09067  2.88425   4.285e-13     0.1803   0.2938  -0.3622   0.987995 -0.036332 -0.150151
  32.88864  3.26056   1.601e-13     0.2084   0.3956  -0.2238  -0.281131  0.564715 -0.775927
  32.48267  3.22036   4.214e-13    -0.3533  -0.2418   0.2582  -0.072137 -0.647325  0.758793
   9.35303  0.92728   9.700e-12    -0.3761   0.1215  -0.3063  -0.296872 -0.433119 -0.851043
  20.25391  2.00820   2.195e-12     0.2743   0.3097  -0.2808   0.217338  0.905545 -0.364352
  30.67543  3.04147   3.657e-13     0.2979   0.3960  -0.0668   0.766164  0.596628 -0.238805
  13.62929  1.35115   3.880e-12    -0.3673   0.2653  -0.2114  -0.791566  0.524258  0.313969
  13.82069  1.37026   8.045e-12     0.4789   0.1411   0.0276   0.955768 -0.049433  0.289938
  36.34186  3.60245   1.110e-13     0.4656   0.0176   0.1815   0.995812  0.014257 -0.090306
  28.36589  2.81226   4.311e-13     0.0321  -0.4276  -0.2571  -0.143971 -0.649472 -0.746632
  35.80932  3.55046   1.737e-13    -0.1317  -0.4142   0.2472  -0.227730 -0.943916  0.239083
  16.51756  1.63763   4.810e-12     0.4148   0.0586  -0.2730   0.437934 -0.348803 -0.828583
  22.94077  2.27442   5.421e-13    -0.3752  -0.1193   0.3082  -0.798977 -0.544823 -0.254567
  33.20929  3.29249   1.890e-13     0.4405  -0.1233   0.2018   0.644018 -0.024448  0.764620
  11.14859  1.10540   7.050e-12     0.1718   0.4434  -0.1545   0.672946  0.609239  0.419490
  42.22828  4.18699   8.231e-14    -0.1433  -0.0341   0.4778  -0.158322 -0.903405  0.398490
  42.60841  4.22432   4.919e-14    -0.0684  -0.3481   0.3524   0.010230 -0.327533  0.944784
  15.60521  1.54724   5.984e-12    -0.3576   0.3177  -0.1455  -0.945537 -0.175981  0.273843
  39.60932  3.92697   5.832e-14     0.1582   0.3098  -0.3592   0.110816  0.392121 -0.913215
  35.27792  3.49726   9.154e-14    -0.2676   0.3519  -0.2335  -0.138286  0.960557 -0.241262
  24.00764  2.38024   9.962e-13     0.2427  -0.1979  -0.3898  -0.287926  0.046458 -0.956525
  33.63767  3.33499   1.684e-13     0.0060   0.4461   0.2258  -0.804671  0.538616  0.249796
  18.60193  1.84431   5.642e-12    -0.3942  -0.2979   0.0762  -0.143557 -0.868691  0.474096
  28.05963  2.78191   7.191e-13    -0.0047   0.2398   0.4387   0.684578 -0.104945  0.721345
  29.00131  2.87549   4.574e-13     0.3077   0.3126   0.2401   0.864908 -0.003927  0.501915
  37.30042  3.69794   6.513e-14    -0.0903  -0.4917  -0.0068  -0.244611 -0.877391 -0.412735
  35.57527  3.52740   1.815e-13    -0.0141  -0.3248  -0.3798  -0.032749 -0.584969 -0.810394
  20.45781  2.02821   1.417e-12     0.0655   0.1067  -0.4841  -0.217476  0.864927 -0.452333
  33.28813  3.30005   6.701e-14    -0.4392  -0.0048   0.2390  -0.578896 -0.301990  0.757418
  23.99329  2.37881   1.072e-12     0.4399  -0.1757  -0.1601   0.671253 -0.629332 -0.391614
  43.38490  4.30162   8.600e-14    -0.2254  -0.4444   0.0407  -0.410308 -0.556100  0.722773
  41.15409  4.08020   5.257e-14     0.4364  -0.1182  -0.2135   0.739787 -0.660369 -0.128950
  30.62913  3.03677   3.869e-13    -0.0104   0.0561  -0.4967   0.041918 -0.116216 -0.992339
  39.75831  3.94230   6.544e-14     0.0260   0.0478  -0.4970  -0.678701 -0.380556 -0.628125
  43.25132  4.28835   1.253e-13    -0.3322   0.2169   0.3044  -0.980144 -0.181413  0.080042
  41.99896  4.16368   2.890e-14    -0.4777  -0.1206  -0.0851  -0.875263 -0.349188  0.334639
  45.34622  4.49535   1.779e-14     0.4770  -0.1497  -0.0054   0.731257 -0.591789 -0.339189
  44.97966  4.45918   1.952e-14     0.1630  -0.0743  -0.4668  -0.073473 -0.282245 -0.956525
  20.65931  2.04805   1.899e-12     0.1676   0.1070   0.4588   0.432314 -0.169265  0.885694
  24.66465  2.44531   8.134e-13     0.4850   0.0244   0.1191   0.168955  0.615572  0.769756
  34.24933  3.39576   2.149e-13    -0.3544   0.3319  -0.1194  -0.880596 -0.174662 -0.440503
  11.77784  1.16783   5.089e-12     0.1000  -0.3669  -0.3246  -0.683515 -0.338936 -0.646474
  15.68174  1.55483   7.434e-12    -0.2553  -0.1549   0.4010  -0.194450 -0.059195  0.979125
  21.97919  2.17907   1.537e-12     0.2962  -0.3918  -0.0935   0.479802 -0.862667 -0.159985
  34.33589  3.40438   2.441e-13    -0.3313  -0.0850   0.3647  -0.905594 -0.382551  0.183178
  11.77121  1.16707   7.563e-12     0.3852   0.1805   0.2628   0.579414  0.803847 -0.134575
  34.21737  3.39263   6.951e-14     0.2817   0.4127   0.0191   0.967065 -0.246717 -0.062573
  16.84597  1.67025   4.284e-12     0.0377  -0.4516  -0.2113  -0.626341 -0.597847 -0.500276
  31.38599  3.11175   2.677e-13     0.3621  -0.3185   0.1319  -0.165019 -0.965161 -0.203061
  10.28741  1.01990   9.403e-12     0.2528   0.3445   0.2596   0.063548  0.333467  0.940618
  29.68561  2.94324   8.698e-13    -0.3421  -0.2744  -0.2403   0.136974  0.121964 -0.983038
  19.20623  1.90443   6.435e-13     0.0450  -0.4872   0.1029  -0.698134 -0.213604  0.683361
  39.77346  3.94324   8.245e-14    -0.0550   0.4788   0.1331   0.139165  0.988788  0.054150
  39.10287  3.87662   7.980e-14     0.3303   0.2711   0.2597   0.977046  0.127073 -0.170978
  41.68418  4.13282   5.289e-14     0.4707   0.0597   0.1577   0.964352 -0.005952 -0.264556
  25.80911  2.55891   8.162e-13     0.2207   0.0767   0.4420   0.508452  0.410494  0.756949
  43.44868  4.30767   3.368e-14    -0.4326  -0.0536   0.2449  -0.966340 -0.079633 -0.244632
  25.80578  2.55859   7.860e-13     0.3726  -0.1100   0.3148   0.920722 -0.213900  0.326370
  26.78973  2.65593   2.578e-15    -0.2802  -0.4119   0.0429  -0.320400 -0.778222  0.540105
  40.38410  4.00425   6.135e-14     0.1337  -0.4552  -0.1579   0.506694 -0.408326  0.759297
  39.19733  3.88601   7.525e-14     0.4851  -0.0499  -0.1105   0.994019 -0.029593  0.105122
  42.96743  4.25986   3.659e-14     0.4879  -0.0589  -0.0922   0.887438  0.257694  0.382161
  31.32666  3.10619   2.109e-13     0.1153  -0.3590  -0.3284   0.737881 -0.517241  0.433581
  24.28564  2.40760   8.202e-13     0.0174  -0.4959   0.0612   0.168270 -0.959436 -0.226202
  35.71222  3.54077   1.381e-13     0.3493  -0.3575  -0.0137   0.604707 -0.796341  0.013072
  37.33087  3.70118   9.856e-14     0.4913   0.0899   0.0236   0.999347 -0.031989  0.016799
  39.30371  3.89691   4.060e-14    -0.1623  -0.2993   0.3662  -0.348118  0.513610  0.784231
  11.51462  1.14166   7.822e-12     0.3065   0.1182   0.3769   0.763750 -0.545347  0.345372
  33.30430  3.30203   4.831e-13    -0.4332   0.1570  -0.1942  -0.985390  0.082965  0.148737
  40.85827  4.05056   1.179e-13    -0.1501  -0.4236   0.2191   0.589563 -0.476691  0.652060
  23.51090  2.33111   1.102e-12     0.2848   0.1867  -0.3661  -0.017172 -0.074140 -0.997100
  28.82143  2.85728   7.390e-13    -0.3342   0.1488  -0.3408   0.149929  0.414904 -0.897428
  41.37375  4.10193   6.280e-14    -0.4090  -0.2030  -0.2038  -0.613626 -0.771648  0.167401
  13.73552  1.36173   7.000e-12    -0.0584  -0.4960  -0.0247  -0.210725 -0.877442 -0.430918
  18.00743  1.78522   5.481e-12    -0.3604   0.2081  -0.2771   0.196916  0.047516 -0.979268
   9.55091  0.94686   6.807e-12     0.3154  -0.1640   0.3516   0.836996 -0.546749  0.022421
  43.11952  4.27497   1.574e-13    -0.4231   0.2471  -0.0998   0.305916  0.840908 -0.446418
   9.63301  0.95507   7.089e-12     0.4575   0.1395  -0.1458   0.927243 -0.117116  0.355675
  19.89751  1.97283   2.816e-12    -0.3478   0.0720   0.3519  -0.988108 -0.121560  0.094161
  23.73091  2.35302   7.674e-13     0.1633   0.4689   0.0587   0.901690 -0.035309  0.430939
  24.26258  2.40520   3.766e-13    -0.2980   0.1650   0.3660  -0.456068  0.112071  0.882860
  15.20976  1.50790   3.789e-12    -0.1328  -0.4806  -0.0372  -0.441539 -0.809246 -0.387510
  35.75620  3.54506   1.222e-13    -0.4383   0.0742  -0.2288  -0.837021  0.541182  0.080730
  27.60545  2.73646   5.724e-13     0.3497  -0.3410   0.1069   0.901248 -0.429546 -0.056945
  33.08354  3.28028   2.250e-13     0.2775   0.0671   0.4105   0.824876 -0.073952  0.560456
  16.29502  1.61544   3.711e-12     0.2777  -0.1665   0.3810   0.775141 -0.631537  0.017825
  40.43393  4.00858   4.264e-14     0.1535   0.4708  -0.0695  -0.397490  0.916400 -0.047029
  22.15952  2.19676   1.879e-12     0.0330  -0.1650   0.4709   0.690924  0.228608  0.685830
  22.95402  2.27603   1.301e-12     0.0340  -0.3406   0.3645   0.422736 -0.427609  0.799027
  27.71220  2.74761   4.261e-13     0.3198   0.3193   0.2140   0.623992  0.374877 -0.685639
  37.59249  3.72700   2.825e-13    -0.4518   0.1517   0.1510   0.099439  0.695531  0.711581
  12.54156  1.24345   9.862e-12     0.4727  -0.0658   0.1489   0.994067 -0.078974  0.074798
  34.57981  3.42835   1.345e-13    -0.3824   0.2916   0.1367  -0.810930  0.160789  0.562618
  45.18001  4.47942   4.090e-14     0.3306  -0.3394  -0.1597   0.992563  0.031144 -0.117679
