# VITESS 3.7  Trajectories module EventsOut 1.15  VITESS-Format
# 2026-04-09 15:06:53  
# VITESS simulation   
#    TOF    lambda   count_rate    pos_x     pos_y    pos_z     dir_x     dir_y     dir_z  
  34.44244  3.41453   1.677e-13     0.4770  -0.1429  -0.0449   0.999398  0.034058  0.006679
  38.09232  3.77673   9.110e-14     0.4513  -0.0373  -0.2120   0.972171 -0.153814  0.176703
  23.97021  2.37666   9.322e-13     0.1415  -0.4137  -0.2424   0.978559 -0.031925 -0.203475
  19.04414  1.88814   5.424e-12    -0.4852  -0.0836   0.0872  -0.884853  0.181278 -0.429154
  27.72567  2.74891   5.726e-13     0.4080  -0.0664   0.2813   0.709498 -0.589184  0.386620
  39.14971  3.88170   1.774e-13    -0.2408  -0.4306   0.0813  -0.030506 -0.984477  0.172844
   9.84098  0.97563   7.283e-12    -0.4195   0.0164  -0.2715  -0.985865  0.008915  0.167304
  19.99998  1.98282   3.181e-12    -0.2131   0.4370  -0.1169  -0.041348  0.961974 -0.269993
   9.20968  0.91314   6.023e-12     0.3191  -0.2511   0.2917   0.659724  0.592482  0.462308
  32.93319  3.26499   1.663e-13    -0.4895  -0.0829   0.0590  -0.997277  0.067462  0.029799
  21.30008  2.11179   1.569e-12     0.4760  -0.1417   0.0576   0.869845  0.065680 -0.488933
  10.29365  1.02063   8.904e-12    -0.2453   0.3592  -0.2466  -0.291528  0.681558 -0.671185
  19.59795  1.94306   3.122e-12    -0.4681  -0.0354   0.1722  -0.978470  0.115526 -0.171027
  34.49912  3.42016   1.111e-13    -0.1054  -0.4049  -0.2739  -0.073631 -0.701689 -0.708668
  26.39079  2.61657   6.557e-13     0.3920  -0.2510   0.1826   0.699700  0.394699  0.595510
  31.41306  3.11451   3.115e-13     0.4640  -0.1815   0.0417   0.985659  0.145892  0.084806
  38.75133  3.84238   8.874e-14     0.1074   0.4579   0.1697   0.211794  0.848642  0.484716
  36.27762  3.59598   1.185e-13     0.4665  -0.0026  -0.1800   0.999853 -0.015591 -0.007066
  37.11589  3.67997   1.137e-13     0.0100  -0.3842   0.3198  -0.171810 -0.865278  0.470931
  44.99723  4.46045   9.884e-15    -0.2380  -0.1902  -0.3965  -0.793686 -0.180627 -0.580893
  31.32484  3.10572   2.973e-13     0.4900   0.0122   0.0989   0.959465 -0.159164  0.232580
  15.17369  1.50438   6.629e-12     0.2519   0.0993  -0.4203   0.270136  0.328234 -0.905146
  18.33724  1.81821   7.536e-13     0.1613   0.1854   0.4354   0.961072 -0.254479 -0.107614
  31.82699  3.15520   2.313e-13     0.4329  -0.0840   0.2357   0.763077 -0.041981  0.644943
  24.61194  2.44022   1.015e-12     0.4147  -0.0761  -0.2688   0.971331 -0.126250 -0.201436
  20.59397  2.04147   1.446e-12    -0.1342  -0.3881  -0.2853  -0.786482 -0.434784 -0.438644
  11.02859  1.09348   7.511e-12     0.3359   0.0687  -0.3640   0.960660  0.237701  0.143635
  15.81679  1.56836   1.182e-12    -0.0202   0.2313   0.4428  -0.942947  0.164174  0.289650
  22.91682  2.27216   1.709e-12    -0.3871  -0.2789   0.1495  -0.938525 -0.261222 -0.225688
  11.84956  1.17493   7.182e-12     0.0394  -0.4607  -0.1902   0.122689 -0.769461 -0.626799
  38.61546  3.82835   6.030e-14    -0.3611  -0.3453  -0.0200  -0.838113 -0.542326 -0.058732
  40.17661  3.98353   7.760e-14    -0.1835   0.0017  -0.4651  -0.951565  0.099884 -0.290771
  36.81113  3.64959   9.276e-14     0.2278   0.4348   0.0953  -0.052606  0.963458 -0.262643
  39.07959  3.87457   1.274e-13    -0.4806   0.1070  -0.0872  -0.927558  0.364411 -0.082706
  39.62192  3.92817   1.599e-13    -0.4409  -0.2145  -0.0981  -0.242067 -0.543695 -0.803616
  14.87509  1.47457   5.365e-12     0.2079  -0.3716   0.2622   0.612114 -0.336362  0.715665
  17.84227  1.76909   3.256e-12     0.1299   0.2919   0.3846   0.182691 -0.387421  0.903620
  14.61130  1.44871   8.842e-12    -0.3254   0.3689  -0.0898  -0.270327  0.940874 -0.204153
  19.88412  1.97144   3.910e-12    -0.3572  -0.2350   0.2592  -0.273388 -0.445922  0.852298
  19.84144  1.96721   2.867e-12     0.4733   0.0729  -0.1438   0.990415  0.125602  0.057471
  13.57107  1.34540   6.408e-12    -0.2361  -0.2931  -0.3292  -0.507888 -0.759831 -0.405842
  40.41753  4.00692   3.849e-14     0.0125   0.3988   0.3014  -0.343340  0.310283  0.886478
  18.14167  1.79872   4.283e-12    -0.2738   0.3946  -0.1388  -0.035426  0.833152  0.551908
  17.08178  1.69335   1.111e-12    -0.1423   0.2498   0.4091  -0.867035  0.013153  0.498074
  42.61518  4.22443   5.878e-14     0.1809  -0.0444   0.4640   0.766551  0.022181  0.641801
  33.49570  3.32108   4.289e-13    -0.3477   0.3137  -0.1751  -0.999873  0.005991  0.014737
  39.36870  3.90306   5.558e-14     0.1401   0.1059  -0.4681  -0.151623  0.595421 -0.788977
  38.39485  3.80646   8.043e-14     0.4896   0.0931  -0.0398   0.953835  0.239060 -0.181794
  19.91920  1.97489   2.545e-12     0.2414  -0.1956   0.3917  -0.197424 -0.255944  0.946317
  29.82593  2.95720   7.429e-13    -0.2698  -0.3176  -0.2762   0.493330 -0.222336 -0.840947
  44.60534  4.42234   3.067e-14     0.4790  -0.0885  -0.1126   0.634810 -0.511057 -0.579515
  37.55895  3.72381   9.118e-14    -0.4587  -0.1664   0.1093  -0.988435  0.139235 -0.060085
  29.38926  2.91390   1.214e-13    -0.2886   0.1346  -0.3855  -0.921087  0.243329  0.303957
  27.53170  2.72981   6.513e-13     0.0561   0.3663   0.3357   0.202365  0.154131  0.967105
   7.98176  0.79133   2.747e-13    -0.4705   0.0829   0.1475  -0.937741  0.337509 -0.082039
  32.79815  3.25190   5.219e-13    -0.3560  -0.3069  -0.1706  -0.554027 -0.720024 -0.417875
  13.25029  1.31358   5.668e-12    -0.4918  -0.0468  -0.0773  -0.904859  0.408050  0.121344
  29.61657  2.93666   4.445e-13     0.0519  -0.2762   0.4136   0.465366 -0.246513  0.850098
  40.95323  4.06040   1.081e-13    -0.4254  -0.2292  -0.1286  -0.941776  0.054690  0.331762
  37.63160  3.73118   2.164e-13    -0.2684   0.2107  -0.3655  -0.315116  0.263476 -0.911747
  19.85262  1.96823   1.891e-12    -0.0685   0.3347   0.3651  -0.778830  0.013040  0.627100
  40.62946  4.02765   5.801e-14     0.4386  -0.0764  -0.2276   0.976554 -0.047434  0.209984
  25.08611  2.48712   1.184e-12    -0.3530  -0.2622   0.2379  -0.363481 -0.854769  0.370474
  12.25382  1.21504   3.048e-12    -0.0841   0.2152  -0.4434  -0.923332  0.218845 -0.315540
  44.81184  4.44267   4.217e-14     0.3273  -0.3733  -0.0598   0.993221 -0.018908 -0.114692
  38.85879  3.85292   1.337e-13    -0.1962  -0.4062  -0.2156  -0.023726  0.388316 -0.921221
  10.16395  1.00773   7.961e-12     0.1774  -0.3715  -0.2837  -0.209291 -0.941022  0.265849
  19.82133  1.96530   3.372e-12    -0.0224  -0.2606  -0.4261   0.190177 -0.531491 -0.825439
  32.03138  3.17603   3.486e-13     0.0881  -0.4896   0.0500   0.506779 -0.839546  0.195800
  36.98425  3.66688   1.733e-13    -0.3624  -0.3333  -0.0870  -0.697658 -0.273401 -0.662212
  20.93388  2.07537   1.743e-12    -0.4527   0.0308  -0.2100  -0.999406 -0.008578  0.033377
  24.16913  2.39652   7.008e-13     0.0447   0.4619   0.1861  -0.455692  0.543524  0.704930
  13.82615  1.37077   7.858e-12    -0.4917   0.0322   0.0849  -0.709028  0.150859  0.688855
  38.98747  3.86502   4.165e-14     0.0877  -0.1874  -0.4552  -0.478322 -0.574186 -0.664468
  24.64772  2.44375   8.839e-13     0.4112   0.0653   0.2769   0.908955 -0.069126  0.411123
  30.81999  3.05566   3.581e-13     0.4123  -0.1310   0.2507   0.998739 -0.015266  0.047823
  25.34193  2.51261   8.854e-13     0.3776   0.0478  -0.3242   0.817849  0.115394 -0.563744
  16.87638  1.67336   3.441e-12     0.1478   0.2567  -0.4028   0.791207 -0.295624 -0.535348
  25.87541  2.56556   5.264e-13     0.1592   0.2489   0.4034  -0.044849 -0.699531  0.713194
  42.06738  4.17092   1.553e-13    -0.3682  -0.3301   0.0740  -0.834136 -0.327793  0.443586
  14.32149  1.41987   6.737e-12     0.2254   0.3563  -0.2688  -0.200404  0.977519  0.065535
  44.63908  4.42598   4.497e-14     0.2637  -0.0050  -0.4248   0.718704 -0.250354 -0.648681
  26.03461  2.58134   1.163e-12    -0.3055  -0.1297  -0.3740  -0.939944  0.341213 -0.008878
  28.38277  2.81388   4.035e-13    -0.4863   0.0118   0.1157  -0.968991  0.084808  0.232087
  17.09195  1.69463   4.687e-12     0.4096   0.2774  -0.0723   0.952354  0.215801 -0.215526
   7.67115  0.76042   4.043e-16    -0.4479  -0.1921  -0.1116  -0.931609 -0.306462  0.195412
  19.06820  1.89064   2.527e-12    -0.1949  -0.4265   0.1735  -0.754634 -0.457322 -0.470514
  16.99703  1.68507   3.943e-12     0.2736   0.4161   0.0449   0.710911  0.484278 -0.509981
  19.82255  1.96523   2.096e-12    -0.1298   0.0479  -0.4805  -0.946834  0.121177 -0.298028
  12.08263  1.19794   9.044e-12    -0.0011   0.4860  -0.1176   0.426343  0.704288  0.567636
  44.51707  4.41376   4.043e-14    -0.0329  -0.0698   0.4940  -0.440475 -0.259285  0.859507
  43.67248  4.32933   4.021e-14     0.3492  -0.1441   0.3275   0.821932 -0.507915  0.257781
  13.34899  1.32364   1.891e-12     0.0698   0.4258  -0.2527   0.383168  0.177375 -0.906488
  42.07515  4.17153   1.212e-13    -0.3536  -0.2634  -0.2358  -0.215775 -0.569166 -0.793405
  29.16104  2.89129   4.811e-13     0.2927   0.2361   0.3295   0.816919  0.569020  0.094126
  31.16486  3.08921   1.188e-13    -0.3605   0.3452  -0.0299  -0.863950  0.501004  0.050842
  32.55327  3.22732   2.480e-13    -0.1178   0.2301  -0.4280   0.060280  0.090049 -0.994111
  26.75799  2.65303   5.808e-13     0.1592  -0.4095   0.2388   0.992537 -0.043821  0.113796
  20.76976  2.05906   2.490e-12     0.2833  -0.1504   0.3836   0.956569 -0.158993  0.244328
  10.75942  1.06682   7.499e-12    -0.2165  -0.0458   0.4484  -0.912338 -0.212484  0.349985
  43.69152  4.33132   3.177e-14     0.1105  -0.3655  -0.3228   0.370148 -0.348233 -0.861234
  37.65799  3.73336   5.995e-14    -0.4272  -0.1808   0.1867  -0.999105 -0.000356  0.042302
  32.72101  3.24411   2.480e-13    -0.3182  -0.0452  -0.3830  -0.533751  0.326079 -0.780245
   9.36763  0.92878   8.266e-12    -0.2787  -0.3884   0.1466  -0.026151 -0.982179 -0.186120
  16.72012  1.65782   4.517e-12    -0.0597   0.3732   0.3274  -0.431276  0.165222  0.886963
  34.30061  3.40069   1.491e-13    -0.4964   0.0513  -0.0308  -0.876611  0.451918 -0.165297
  43.01031  4.26436   1.705e-13    -0.4411  -0.2284   0.0573  -0.882855 -0.070452  0.464332
  19.59922  1.94315   2.276e-12    -0.4162   0.2745  -0.0378  -0.763070  0.550089 -0.339302
  36.84011  3.65237   1.085e-13     0.2647   0.4117  -0.1019   0.973053  0.083606  0.214890
  20.44542  2.02707   2.373e-12     0.4632   0.0555   0.1800   0.486655  0.720996  0.493287
  39.30935  3.89737   1.691e-14     0.3021  -0.3862   0.0980   0.612837 -0.294820 -0.733152
  26.09484  2.58727   1.146e-12    -0.2652   0.1061  -0.4104  -0.281149  0.223506 -0.933274
  37.96165  3.76287   9.505e-14     0.4122   0.0469  -0.2791   0.967023  0.044984 -0.250683
  36.36217  3.60507   9.512e-14    -0.2697  -0.3812  -0.1786  -0.944757 -0.255226 -0.205653
  45.08026  4.46996   3.506e-14     0.0948   0.4909   0.0043   0.903160  0.348580 -0.250587
  19.00718  1.88424   1.508e-12    -0.0847   0.1229   0.4772  -0.495972 -0.393269  0.774178
  41.13426  4.07845   6.788e-14     0.3253   0.3780  -0.0364   0.497852  0.649719  0.574463
  38.24991  3.79218   1.162e-13     0.1775   0.4380  -0.1633   0.972413  0.233069 -0.009609
  21.05933  2.08793   3.765e-12    -0.4974   0.0477   0.0181  -0.752446 -0.606173 -0.257642
  15.50347  1.53715   1.238e-13    -0.3734   0.2616  -0.2053  -0.958473  0.284963  0.011195
  44.05823  4.36732   1.072e-14    -0.3600  -0.2797   0.2052  -0.898062 -0.141879  0.416360
  43.37274  4.30027   4.508e-14     0.4524  -0.1704  -0.1277   0.518498 -0.046933 -0.853790
  20.27088  2.00989   2.148e-12     0.1855   0.4358  -0.1602   0.344436  0.905008  0.249646
  28.48155  2.82390   5.131e-13     0.3648  -0.3419   0.0080   0.903996 -0.214930 -0.369589
  14.17888  1.40580   7.916e-12     0.4191   0.2398   0.1298   0.902253 -0.208481  0.377460
  17.51240  1.73627   1.225e-12    -0.3051   0.0923  -0.3852  -0.735434  0.671203  0.092864
  37.32997  3.70087   6.919e-14    -0.2807   0.2741  -0.3099  -0.786148  0.274066 -0.553949
  45.21158  4.48236   1.412e-14    -0.2720   0.0193  -0.4191  -0.699418 -0.672611 -0.241681
  42.99835  4.26288   4.943e-14     0.3184  -0.3536   0.1536   0.798123 -0.535627  0.275868
  39.87308  3.95290   5.283e-14    -0.4261  -0.2569  -0.0495  -0.414656 -0.888435 -0.196832
  21.49080  2.13078   1.508e-12     0.1787  -0.3886  -0.2589  -0.259844 -0.907106  0.331119
  35.28470  3.49835   1.536e-13     0.3840  -0.2928   0.1296   0.999990  0.002711  0.003596
  33.51037  3.32242   1.864e-13     0.3029  -0.1967   0.3457  -0.606148 -0.619548  0.498743
   8.71654  0.86419   1.363e-12    -0.2958  -0.3173  -0.2487  -0.487725 -0.867417  0.098545
  25.01068  2.47949   5.871e-13    -0.0507   0.2439  -0.4335  -0.886462  0.002560 -0.462795
  40.38447  4.00399   7.439e-14     0.3541   0.2395   0.2592   0.999506  0.007773 -0.030437
  39.15124  3.88128   4.118e-14    -0.4975   0.0454   0.0198  -0.998068  0.061794 -0.006471
  10.52950  1.04397   7.133e-12     0.4039  -0.2267   0.1883   0.943353  0.122203 -0.308466
  11.99893  1.18970   9.695e-12    -0.2976  -0.2783   0.2898  -0.910183  0.360384  0.204182
  42.29159  4.19288   5.059e-14     0.4858   0.0661   0.0981   0.999737 -0.014658  0.017661
  11.05552  1.09611   1.278e-11    -0.4844   0.0964   0.0781  -1.000000 -0.000279  0.000271
  41.37806  4.10226   4.119e-14     0.4845  -0.0901   0.0846   0.243638 -0.673588  0.697797
  31.59732  3.13290   5.070e-13    -0.2371   0.1215  -0.4231  -0.226847  0.495331 -0.838563
  28.03730  2.77991   5.497e-13     0.0453   0.4810   0.1288  -0.632858  0.767454  0.102499
  31.01815  3.07560   2.153e-13    -0.1273  -0.2517   0.4129  -0.985997  0.082712 -0.144807
  25.42276  2.52054   7.362e-13     0.2871   0.4091  -0.0150   0.962501  0.035981 -0.268882
  11.58099  1.14829   8.676e-12     0.1290   0.4108   0.2542   0.120233  0.937375  0.326913
  29.21693  2.89672   4.233e-13     0.4667  -0.1144  -0.1384   0.794003  0.333060 -0.508557
  21.02137  2.08395   1.577e-12     0.2746  -0.2197   0.3554   0.572875 -0.066581  0.816934
  42.40678  4.20450   5.190e-14     0.3966  -0.2778  -0.1248   0.842367 -0.193179 -0.503091
  32.12436  3.18451   1.285e-13    -0.2791  -0.0725  -0.4084  -0.780493 -0.246176 -0.574656
  19.22999  1.90665   2.342e-12     0.2242   0.0367   0.4454  -0.156080  0.973874  0.164948
  16.23485  1.60973   3.337e-12     0.1950  -0.1744  -0.4261   0.986454 -0.063986 -0.151043
  23.48880  2.32881   1.098e-12    -0.4188  -0.2721  -0.0246  -0.921164 -0.151191  0.358606
  22.88314  2.26871   1.413e-12     0.1226  -0.3587  -0.3261   0.575085 -0.070822 -0.815023
  38.01363  3.76879   1.688e-13    -0.4967   0.0021   0.0575  -0.665951  0.300327  0.682871
  36.81465  3.65027   1.168e-13     0.1811   0.1242   0.4492   0.419710  0.339102  0.841934
  32.81746  3.25323   1.987e-13     0.4098  -0.1997   0.2054   0.792877 -0.468277  0.389953
  26.65232  2.64223   1.884e-13    -0.3672  -0.3033  -0.1524  -0.272531 -0.942063  0.195561
  13.11773  1.30065   8.327e-12    -0.2373   0.1339  -0.4192  -0.857403 -0.500507 -0.119804
  32.87589  3.25899   1.045e-13    -0.4524  -0.1006  -0.1877  -0.908316 -0.236555 -0.344968
  44.73827  4.43572   1.409e-13    -0.4031  -0.1984   0.2193  -0.899554 -0.423025  0.108863
  45.07999  4.46984   5.907e-14    -0.0990   0.2366  -0.4292  -0.345926 -0.226695 -0.910464
  37.72962  3.74115   6.207e-14     0.0527   0.4665   0.1721   0.714060  0.700045  0.007388
  16.19360  1.60533   4.221e-12     0.2336  -0.2052  -0.3916   0.496928 -0.660309 -0.563076
  28.54766  2.83058   6.418e-13    -0.1894   0.1960   0.4192  -0.585588 -0.361433  0.725571
   9.69791  0.96151   1.136e-11    -0.4939  -0.0581   0.0515  -0.950274 -0.012774 -0.311154
  19.63200  1.94644   2.876e-12     0.1212  -0.4654   0.1368   0.749224 -0.262429  0.608107
  30.72745  3.04637   3.291e-13     0.3567   0.1942   0.2916   0.805710  0.592153  0.013667
  21.83686  2.16481   1.087e-12    -0.4961  -0.0268  -0.0565  -0.914211  0.377353  0.147727
  28.91739  2.86676   9.573e-14    -0.1832   0.3959   0.2444   0.152276  0.424755  0.892410
  14.31096  1.41883   1.792e-13     0.1730   0.4630  -0.0757   0.827709  0.548207 -0.119863
   9.91771  0.98327   7.426e-12    -0.2032  -0.4312   0.1510  -0.534058 -0.750425 -0.389415
  39.53382  3.91966   2.180e-13    -0.4369  -0.2406  -0.0355  -0.913726  0.404069 -0.042820
  41.90291  4.15470   6.459e-14     0.0430   0.3327  -0.3707  -0.486542  0.808166 -0.331880
  17.34410  1.71934   4.735e-12     0.2585   0.4171   0.0958   0.917644  0.389824 -0.077244
  30.75032  3.04882   3.507e-13     0.4131  -0.2103  -0.1874   0.967961 -0.122367  0.219265
  18.74321  1.85827   3.227e-12     0.4466  -0.0842   0.2084   0.466765 -0.778803  0.419041
  12.54676  1.24391   9.396e-12    -0.0267  -0.4806  -0.1355  -0.438036 -0.897650 -0.048458
  41.59782  4.12431   5.453e-14     0.4184   0.1832   0.2034   0.950625 -0.310122  0.011702
  38.13101  3.78048   1.416e-13    -0.0639  -0.4003  -0.2928   0.427188 -0.898926 -0.097174
  13.94041  1.38219   6.747e-12    -0.2291  -0.1775  -0.4075  -0.931515  0.030550 -0.362417
  27.08415  2.68558   4.095e-13     0.0185  -0.4977   0.0444   0.075700 -0.266839  0.960763
  21.66489  2.14790   2.112e-12     0.0598  -0.3450   0.3569   0.597006 -0.178888  0.782038
  14.45370  1.43278   3.775e-12    -0.4718  -0.0254   0.1635  -0.972909  0.162128  0.164812
  12.14509  1.20396   1.075e-11     0.2820  -0.0599  -0.4085   0.960521  0.072418 -0.268616
  18.04480  1.78913   2.632e-12     0.3328  -0.0711   0.3663   0.949095 -0.226377 -0.219027
  41.66911  4.13119   4.476e-14    -0.0009  -0.1560   0.4750  -0.279500 -0.067711  0.957755
  19.28215  1.91187   2.442e-12     0.1974  -0.0733  -0.4535   0.787843  0.328875 -0.520716
   9.66353  0.95795   7.752e-12    -0.3333  -0.3663   0.0691  -0.953688 -0.277961  0.114966
  44.71157  4.43287   3.081e-14    -0.1353  -0.4127  -0.2478  -0.582527 -0.648384 -0.490163
   9.93010  0.98451   8.443e-12    -0.0266   0.4231   0.2651   0.092712  0.561815  0.822051
  12.24619  1.21426   5.831e-12    -0.1630  -0.4055  -0.2429  -0.936856 -0.140099 -0.320427
  18.53912  1.83816   3.189e-12    -0.0485  -0.1673  -0.4687  -0.565699 -0.554558 -0.610287
  33.69322  3.34061   2.105e-13     0.2572   0.4267  -0.0420   0.543800  0.815300  0.198917
  13.37738  1.32638   8.067e-12    -0.2139  -0.1911   0.4095  -0.680862 -0.580619  0.446440
  40.33557  3.99916   6.720e-14     0.4297   0.0302  -0.2538   0.995497  0.093683 -0.014459
  16.98089  1.68356   4.156e-12     0.3526  -0.2206  -0.2775   0.444853 -0.895579  0.006652
  26.12459  2.59038   7.684e-13    -0.0281   0.0177  -0.4989  -0.109503 -0.610562 -0.784361
  16.02342  1.58857   4.708e-12     0.3884   0.2472  -0.1950  -0.050776  0.264183 -0.963135
  44.45908  4.40789   3.398e-14     0.2943   0.0397   0.4022  -0.219999 -0.049261  0.974256
  43.91371  4.35322   1.484e-14    -0.3056  -0.1026  -0.3823  -0.755932 -0.508560 -0.412230
  20.75194  2.05752   2.365e-12     0.3074  -0.2756  -0.2820   0.570605 -0.657288 -0.492324
  22.51432  2.23210   1.105e-12     0.4937   0.0782  -0.0116   0.771126  0.607685  0.189958
  20.21023  2.00374   1.569e-12     0.3924  -0.3065  -0.0460   0.953542  0.298557 -0.040271
  12.69242  1.25834   9.903e-12     0.3524  -0.2642   0.2367   0.910742 -0.269186  0.313191
  26.72277  2.64950   3.235e-15    -0.0075  -0.4539   0.2097   0.381467  0.056116  0.922678
  23.64283  2.34425   1.572e-12    -0.2238   0.1612  -0.4170  -0.802032  0.215897 -0.556896
  15.61863  1.54855   9.486e-12    -0.4051  -0.2818   0.0806  -0.237632 -0.748925 -0.618580
  30.71561  3.04516   2.118e-13    -0.2687  -0.0833   0.4134  -0.848677 -0.520298  0.095065
  42.60756  4.22401   2.727e-14    -0.2442   0.0746  -0.4299  -0.726581  0.530701 -0.436390
  22.23707  2.20475   1.583e-12    -0.4144  -0.2798   0.0041  -0.948797  0.179429 -0.259982
  36.34174  3.60317   1.822e-13    -0.2610   0.4211  -0.0677  -0.352023  0.863525 -0.361116
  31.19621  3.09318   1.834e-13     0.2212   0.1078  -0.4353   0.772884 -0.217210 -0.596213
  37.74795  3.74264   1.044e-13     0.1995  -0.4536  -0.0668   0.312146 -0.934102 -0.173255
  19.85981  1.96887   3.543e-15     0.2957   0.2789  -0.2911   0.141105  0.932188 -0.333340
  14.08994  1.39696   9.093e-12    -0.1858  -0.4641   0.0066  -0.090670 -0.877963  0.470065
  42.06215  4.17035   4.723e-14     0.4023  -0.1646  -0.2471   0.911672  0.347488  0.219332
  12.54684  1.24383   5.489e-12    -0.2949  -0.2685  -0.3016  -0.668511 -0.068933 -0.740501
  13.44023  1.33234   9.187e-12     0.2552   0.0752  -0.4233   0.720544  0.145354 -0.678004
  20.10829  1.99371   2.984e-12    -0.0859   0.1579  -0.4665  -0.104040  0.589944 -0.800713
  15.02112  1.48935   1.571e-12    -0.0063  -0.4953  -0.0684   0.053484 -0.439157  0.896817
  32.03048  3.17576   2.913e-13     0.2149  -0.3781  -0.2467   0.390254 -0.703661 -0.593770
  21.29331  2.11120   2.366e-12    -0.3738  -0.2766   0.1837  -0.977314  0.067407  0.200784
  34.54306  3.42431   7.867e-14    -0.4728   0.1331   0.0934  -0.998175  0.058137 -0.016327
  39.60248  3.92643   6.806e-14    -0.1728   0.4619   0.0826  -0.820574  0.368878  0.436563
   8.00911  0.79403   8.697e-15    -0.3459  -0.2140  -0.2908   0.287859 -0.082170 -0.954141
  26.04511  2.58218   7.357e-13     0.4458   0.2260   0.0138   0.994006  0.083666 -0.070376
  18.85747  1.86948   3.035e-12     0.2626   0.3384  -0.2580   0.518875  0.660286 -0.542947
  20.25687  2.00857   2.188e-12    -0.0265   0.2588  -0.4270   0.245985  0.147898 -0.957924
  27.12902  2.68952   6.741e-13    -0.0896  -0.4708  -0.1424   0.185369 -0.921793 -0.340494
  44.13049  4.37527   5.666e-14     0.1823  -0.2149   0.4130   0.925630 -0.204317  0.318532
  22.53749  2.23435   1.112e-12     0.4437   0.2167   0.0786   0.728872  0.613863 -0.303181
  20.86330  2.06836   1.679e-12    -0.4150  -0.2457  -0.1320  -0.999986 -0.004224 -0.003213
  14.62843  1.45035   6.670e-12    -0.4759  -0.0539  -0.1436  -0.969498 -0.227238  0.091854
  31.71788  3.14462   3.437e-13    -0.3638  -0.1039  -0.3269  -0.384190  0.760557 -0.523403
  26.45997  2.62350   4.548e-13    -0.0337   0.4829   0.1251  -0.557977  0.495450 -0.665726
  36.91777  3.66009   1.259e-13    -0.2365  -0.3193  -0.3035  -0.142455 -0.924441 -0.353716
  13.83336  1.37136   1.250e-12     0.1773  -0.4362   0.1682   0.130669 -0.991250 -0.018701
  42.93573  4.25642   3.446e-14     0.2985  -0.0593  -0.3967   0.577594  0.316176 -0.752607
  37.31509  3.69978   2.066e-13    -0.3301  -0.3557   0.1205  -0.949494  0.308191 -0.058984
  26.76238  2.65316   4.611e-13     0.0109  -0.4964  -0.0591  -0.166476 -0.922870 -0.347270
  23.60530  2.34045   1.116e-12    -0.3116   0.3681   0.1319  -0.920716 -0.001071  0.390231
  32.70619  3.24263   1.475e-13    -0.2389  -0.3836  -0.2139  -0.999052  0.039126 -0.019093
  37.23186  3.69089   1.552e-13    -0.1178  -0.4473  -0.1899   0.521828 -0.658558 -0.542216
  45.10731  4.47249   7.905e-14    -0.1708  -0.3101  -0.3531   0.546911 -0.819340 -0.171963
  34.67688  3.43759   1.155e-13     0.0102  -0.1686  -0.4706   0.305307 -0.713979 -0.630096
  36.84522  3.65316   2.715e-13    -0.3419  -0.2088   0.2991  -0.513438 -0.127523  0.848598
  38.64133  3.83078   7.030e-14     0.2960   0.1907   0.3550   0.599712  0.072770  0.796901
  10.94757  1.08526   8.393e-12    -0.4265   0.0455  -0.2570  -0.899392 -0.216709 -0.379645
  25.56892  2.53530   4.143e-13    -0.0501   0.0420  -0.4957  -0.987990  0.083980 -0.129704
  11.03880  1.09437   6.410e-12     0.4990  -0.0292  -0.0129   0.875734  0.262490 -0.405202
  26.13559  2.59110   4.367e-13    -0.2490  -0.2777  -0.3330  -0.999017 -0.043731  0.007213
  41.81663  4.14536   1.961e-14     0.1176   0.1635  -0.4576  -0.094506  0.570315 -0.815972
  37.50364  3.71847   1.082e-13     0.0324   0.4972   0.0419   0.009636  0.675091  0.737671
  40.05524  3.97090   3.358e-14     0.0281   0.4763  -0.1496  -0.063449  0.829461 -0.554949
  32.39334  3.21196   2.396e-13    -0.1267  -0.2925   0.3852  -0.988517 -0.060178  0.138609
  32.83036  3.25502   2.341e-13     0.4477  -0.1856  -0.1230   0.968026 -0.223763 -0.113386
   8.92462  0.88480   3.474e-12    -0.2722  -0.4168   0.0474  -0.859907 -0.441482 -0.256230
  29.53469  2.92824   9.666e-15     0.4834  -0.1248   0.0273   0.994843  0.100859  0.010746
  28.11865  2.78808   5.328e-13     0.0533  -0.3495  -0.3536  -0.042951 -0.996971 -0.064836
  33.51286  3.32257   3.666e-13    -0.2114   0.3517  -0.2856   0.607614  0.207815 -0.766562
  33.96882  3.36776   1.511e-13    -0.2992  -0.3625   0.1706  -0.435532 -0.354817  0.827295
  28.84167  2.85942   3.860e-13    -0.0660  -0.4956  -0.0067  -0.579788 -0.814003 -0.035290
  41.76280  4.14094   5.223e-14    -0.0250  -0.1368   0.4803   0.838891  0.441865  0.317831
  23.18642  2.29893   1.295e-12     0.2263   0.4235  -0.1394   0.322281  0.589137 -0.740980
  30.61715  3.03523   1.383e-13    -0.2172  -0.4187   0.1658  -0.549061 -0.755632 -0.357145
  16.88914  1.67460   3.626e-12     0.2272  -0.4358   0.0920   0.987585 -0.063224 -0.143801
   7.21007  0.71488   3.788e-13    -0.1279  -0.2363   0.4217   0.324293 -0.696888  0.639673
  25.74315  2.55224   6.508e-13     0.2968  -0.1279   0.3815  -0.357547 -0.442691  0.822305
  23.93856  2.37340   9.197e-13    -0.0026   0.3893   0.3137  -0.404563  0.053536  0.912942
